Respuesta,Modelo_ID,Familia,Escenario,Termino,Estimacion,Error_estandar,IC95_inferior,IC95_superior,Coeficiente_alias
Macollas,M2_Indice_N,M2,M2_Indice_N,Replication3,-0.8941537028204283,0.4514568799425882,-1.779009187507901,-0.009298218132955394,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Dose_percent75,-1.0102939230368655,0.2925731873707596,-1.5837373702835542,-0.43685047579017666,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionControl,-0.43147248170448,0.6060081779664696,-1.6192485105187602,0.7563035471098003,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin B,-0.8118750180981291,0.6343974412149553,-2.0552940028794415,0.4315439666831833,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Cu,-0.46959387299553057,0.6006380636480733,-1.6468444777457543,0.707656731754693,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Fe,0.45022697043135607,0.6269845268747167,-0.7786627022430886,1.6791166431058007,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin K,0.022158935720806655,0.6274345464223233,-1.207612775266947,1.2519306467085605,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mg y S,0.6318264401201804,0.5965344092342507,-0.537381001978951,1.8010338822193117,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mn,0.0302524213419082,0.6009819171020818,-1.147672136178172,1.2081769788619885,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mo,0.46217320858820576,0.6161026051943311,-0.7453878975926833,1.6697343147690948,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin N,-0.4389795336185768,0.6032481353389142,-1.6213458788828485,0.7433868116456951,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin P,0.25649497889819306,0.5855190866457941,-0.8911224309275633,1.4041123887239495,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Zn,-0.1518168548753318,0.62088910579055,-1.3687595022248098,1.0651257924741462,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Suelo_N,0.022049808777135263,0.041881970578244054,-0.060038853556223085,0.10413847111049361,FALSE
Macollas,M2_Indice_N,M2,M2_Indice_N,Suelo_T,-0.1682552480363819,0.4151084743569844,-0.9818678577760713,0.6453573617033075,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,(Intercept),10.672520143766228,6.8463404109172625,-2.7463070616316063,24.09134734916406,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Replication2,-2.0525773778312844,0.3257583562744005,-2.6910637561291093,-1.4140909995334594,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Replication3,-0.9036518881474864,0.4528232168459773,-1.7911853931656019,-0.01611838312937086,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Dose_percent75,-1.0175193704808974,0.292540021783228,-1.5908978131760243,-0.4441409277857704,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionControl,-0.44341592285820786,0.6054120756314513,-1.6300235910958523,0.7431917453794367,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin B,-0.8204095215347974,0.6347364492634545,-2.064492962091168,0.42367391902157336,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Cu,-0.47578247111024874,0.6025879004100236,-1.656854755913895,0.7052898136933976,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Fe,0.4467730155828515,0.6277001294739392,-0.7835192381860692,1.6770652693517722,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin K,0.015529877664954792,0.6280568491112125,-1.2154615465930216,1.2465213019229313,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mg y S,0.6228795246371047,0.5965007673053291,-0.5462619792813402,1.7920210285555496,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mn,0.02150638963422036,0.6018690045765479,-1.1581568593358134,1.2011696386042543,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mo,0.4481526477406805,0.6149045624524561,-0.7570602946661333,1.6533655901474944,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin N,-0.44665502349948855,0.6051392148354304,-1.6327278845769322,0.739417837577955,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin P,0.24770276882083428,0.584848492722549,-0.8986002769153617,1.3940058145570302,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Zn,-0.15918542576652298,0.6205467480930693,-1.3754570520289389,1.0570862004958927,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Suelo_P,0.014015192043216617,0.0296938452647599,-0.04418474467571279,0.07221512876214602,FALSE
Macollas,M2_Indice_P,M2,M2_Indice_P,Suelo_T,-0.16068838247022374,0.4142954446016089,-0.9727074538893772,0.6513306889489296,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,(Intercept),10.696090369963207,6.841259459865532,-2.7127781713732357,24.104958911299647,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Replication2,-2.050914064910737,0.322407945309296,-2.682833637716957,-1.4189944921045168,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Replication3,-0.9019097974758025,0.4496733512846155,-1.7832695659936488,-0.0205500289579561,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Dose_percent75,-1.0135448857596516,0.2929954872752086,-1.5878160408190605,-0.4392737307002428,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionControl,-0.43762094246786626,0.6057501516189931,-1.6248912396410928,0.7496493547053602,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin B,-0.8169039907497432,0.6342838720222409,-2.0601003799133353,0.426292398413849,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Cu,-0.4719217967977155,0.6020893791803267,-1.652016979991156,0.7081733863957248,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Fe,0.44794226447524466,0.6272201780884843,-0.7814092845781846,1.677293813528674,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin K,0.017632076930544284,0.627302029623971,-1.2118799011324388,1.2471440549935273,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mg y S,0.6279161603920966,0.5968950674851126,-0.5419981718787239,1.7978304926629172,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mn,0.024194427307914164,0.6005379058689432,-1.1528598681952145,1.201248722811043,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mo,0.45359118791894854,0.6145963370290728,-0.7510176326580342,1.6582000084959312,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin N,-0.44576148228001833,0.6024757980596288,-1.6266140464768908,0.735091081916854,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin P,0.25241378210304594,0.5853760012699754,-0.8949231803861057,1.3997507445921975,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Zn,-0.15635785204964567,0.6205392511684864,-1.3726147843398788,1.0598990802405877,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Suelo_K,0.007409102641336659,0.01486946399460205,-0.02173504678808336,0.03655325207075668,FALSE
Macollas,M2_Indice_K,M2,M2_Indice_K,Suelo_T,-0.16387053545453134,0.41459055187618943,-0.9764680171318626,0.6487269462227999,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,(Intercept),6.296809839301853,9.906076271789013,-13.119099653404612,25.71271933200832,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Replication2,-2.205475733554824,0.2827376333287091,-2.7596414948790935,-1.651309972230554,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Replication3,-1.3818548485004123,0.5463439501633812,-2.4526889908206395,-0.31102070618018507,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Dose_percent75,-1.255567490343022,0.33168002449967765,-1.9056603383623902,-0.6054746423236539,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionControl,-0.39018244955540676,0.5909403239650132,-1.5484254845268326,0.7680605854160192,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin B,-0.6602740670587438,0.6552940791711221,-1.9446504622341432,0.6241023281166557,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Cu,-0.45540422008969333,0.5837280599147775,-1.5995112175226571,0.6887027773432706,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Fe,0.5123636465560037,0.6331050776412174,-0.7285223056207824,1.7532495987327898,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin K,0.18508457497761882,0.6510799695932638,-1.091032165425178,1.4612013153804158,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mg y S,0.5257130582861631,0.5776266949656654,-0.6064352638465411,1.6578613804188673,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mn,-0.0400254743470078,0.5754396364330742,-1.1678871617558333,1.0878362130618175,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mo,0.5221918797402982,0.5975478527719152,-0.6490019116926555,1.693385671173252,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin N,-0.4887391448654796,0.5867727897406346,-1.6388138127571235,0.6613355230261642,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin P,0.23449643628881528,0.5751791922566425,-0.892854780534204,1.3618476531118346,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Zn,-0.09333924300953272,0.620719905472589,-1.3099502577358073,1.1232717717167418,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_pH,-0.21155620704875366,0.22809317176713081,-0.65861882371233,0.23550640961482272,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_T,-0.060853254798124916,0.418104212422636,-0.8803375111464914,0.7586310015502417,FALSE
Macollas,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_Hv,0.3298326188194871,0.4169142461221978,-0.4873193035800205,1.1469845412189947,FALSE
Altura,M0_Repeticion,M0,Diseño_reducido,(Intercept),42.96388888888887,0.9159960581437162,41.168536614927184,44.75924116285055,FALSE
Altura,M0_Repeticion,M0,Diseño_reducido,Replication2,1.0249999999999981,1.295414048507138,-1.5140115350739922,3.5640115350739885,FALSE
Altura,M0_Repeticion,M0,Diseño_reducido,Replication3,9.3486111111111,1.831992116287431,5.757906563187736,12.939315659034467,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,(Intercept),42.760694444444425,2.2102052058998636,38.42869224088069,47.09269664800816,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Replication2,1.0249999999999977,1.2814129612289966,-1.4865694040088355,3.536569404008831,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Replication3,9.290972222222212,1.9747900004464904,5.420383821347091,13.161560623097333,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Dose_percent75,0.9444444444444471,1.2814129612289964,-1.5671249595643857,3.4560138484532796,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionControl,-0.6666666666666744,2.8074351373784565,-6.169239535928448,4.8359062025951,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin B,-0.16208333333333969,2.998342041062196,-6.038833733815244,5.714667067148564,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Cu,-1.1666666666666683,2.8074351373784574,-6.669239535928444,4.335906202595108,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Fe,-2.978750000000007,2.998342041062195,-8.855500400481908,2.8980004004818953,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin K,-4.595416666666695,2.9983420410621955,-10.472167067148598,1.2813337338152078,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mg y S,2.04666666666666,2.8074351373784565,-3.455906202595114,7.549239535928434,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mn,0.8466666666666585,2.8074351373784556,-4.655906202595114,6.349239535928431,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mo,3.379999999999995,2.807435137378456,-2.1225728692617785,8.882572869261768,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin N,-1.8600000000000032,2.8074351373784574,-7.362572869261779,3.642572869261773,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin P,-0.49333333333333873,2.807435137378457,-5.995906202595114,5.009239535928437,FALSE
Altura,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Zn,2.421249999999995,2.9983420410621964,-3.45550040048191,8.2980004004819,FALSE
Altura,M2_CE_original,M2,M2_CE_original,(Intercept),61.82081042913571,34.080914792760176,-4.977782564674236,128.61940342294565,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Replication2,1.0641840137634464,1.6144727086328756,-2.10018249515699,4.228550522683882,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Replication3,9.445794866696733,2.2455937386225737,5.044431138996489,13.847158594396976,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Dose_percent75,1.1728140030107286,1.459289363020585,-1.6873931485096179,4.033021154531075,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionControl,-0.3849835688676751,3.0221338211130377,-6.308365858249228,5.538398720513879,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin B,-0.068886782326904,3.164765813506572,-6.2718277767997845,6.134054212145977,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Cu,-1.1024818246670287,3.0057070382167095,-6.993667619571779,4.788703970237721,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Fe,-2.573443384581898,3.1274429253153566,-8.703231518199997,3.5563447490362012,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin K,-4.427250539609729,3.1294885368025365,-10.5610480717427,1.7065469925232417,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mg y S,2.4303566387826505,2.978575356170374,-3.4076510593112825,8.268364336876584,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mn,1.1400150115818526,2.999975994781356,-4.7399379381896045,7.01996796135331,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mo,3.808468152548539,3.073071070934076,-2.2147511464822496,9.831687451579327,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin N,-1.6081623219354308,3.0146934737360036,-7.516961530457998,4.300636886587137,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin P,-0.3548407047837688,2.9170883372476983,-6.072333845789257,5.36265243622172,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Zn,2.6527321109138513,3.0923919706249507,-3.4083561515110516,8.713820373338754,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Suelo_CE,0.004257783886480585,0.014846348475633106,-0.024841059125760304,0.03335662689872147,FALSE
Altura,M2_CE_original,M2,M2_CE_original,Suelo_T,-1.2380722402227968,2.065106770396528,-5.285681510199992,2.809537029754398,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,(Intercept),60.600212762153745,34.520415221433474,-7.059801071855858,128.26022659616336,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Replication2,1.0641840137633762,1.614472708632873,-2.1001824951570547,4.228550522683808,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Replication3,9.445794866696653,2.245593738622571,5.044431138996414,13.847158594396893,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Dose_percent75,1.1728140030106777,1.459289363020584,-1.687393148509667,4.033021154531022,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionControl,-0.38498356886775337,3.022133821113035,-6.308365858249301,5.538398720513795,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin B,-0.06888678232697427,3.1647658135065653,-6.271827776799841,6.134054212145894,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Cu,-1.1024818246671066,3.0057070382166997,-6.993667619571838,4.788703970237625,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Fe,-2.5734433845819424,3.1274429253153526,-8.703231518200035,3.556344749036149,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin K,-4.427250539609792,3.12948853680253,-10.56104807174275,1.7065469925231662,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mg y S,2.4303566387825843,2.978575356170369,-3.407651059311339,8.268364336876507,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mn,1.140015011581774,2.9999759947813476,-4.739937938189668,7.019967961353215,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mo,3.8084681525484476,3.07307107093407,-2.2147511464823295,9.831687451579224,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin N,-1.6081623219355132,3.0146934737359943,-7.516961530458062,4.300636886587036,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin P,-0.3548407047838189,2.917088337247695,-6.072333845789301,5.362652436221663,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Zn,2.652732110913825,3.0923919706249547,-3.408356151511086,8.713820373338736,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Suelo_CE_corregida_OLS,0.0045767858609901315,0.01595866760790282,-0.0267022026504994,0.035855774372479665,FALSE
Altura,M2_CE_corregida,M2,M2_CE_corregida,Suelo_T,-1.2380722402227828,2.06510677039653,-5.285681510199981,2.8095370297544155,FALSE
