Simulacion,Media_NN_CSR_m
222,1.4269868907811885
223,1.4296325189107726
224,1.2097041012948717
225,1.4626766568585028
226,1.3310465633558546
227,1.2690058710480823
228,1.4076967926276132
229,1.334444768127503
230,1.4004588979513155
231,1.4608106364885616
232,1.1069898162099332
233,1.5120171719438311
234,1.3545379388438992
235,1.4460740440906743
236,1.35835599640363
237,1.503436328080481
238,1.3177211295037208
239,1.3206925846888176
240,1.5955522294200426
241,1.3380812725863789
242,1.4446470612011397
243,1.2976129266294238
244,1.2361376938652637
245,1.3844354532365883
246,1.3378455659498014
247,1.4046905002690766
248,1.2405816066375914
249,1.3421591687599694
250,1.3294702519186354
251,1.4894351042576672
252,1.4342294339497343
253,1.2802897595887206
254,1.4256376575444956
255,1.2292641263487705
256,1.1663887516822915
257,1.3645957948948297
258,1.2320763936504822
259,1.4872582130190923
260,1.3872919857774393
261,1.3287891739546076
262,1.1988829948372235
263,1.3678796079351636
264,1.3463216738838788
265,1.1707723096712015
266,1.351695776237049
267,1.442538912813535
268,1.3338415886158577
269,1.2080442218767646
270,1.4388462008857912
271,1.5389600521104532
272,1.4316192446990048
273,1.539329243691643
274,1.348001266067039
275,1.4556187604800008
276,1.3765067781587843
277,1.364094391041091
278,1.2947029914006023
279,1.607400111704342
280,1.3564690656717204
281,1.090598712054659
282,1.4533956694726018
283,1.382133970206241
284,1.4037125923435498
285,1.4598821558601789
286,1.3249125245503608
287,1.231483284416656
288,1.3585930003308564
289,1.621312204568625
290,1.2097459694870731
291,1.4160259051729733
292,1.4051377610969202
293,1.379340572522024
294,1.0826517590225206
295,1.206921503307157
296,1.360218871558219
297,1.418001155805134
298,1.4816383793634857
299,1.156804191249958
300,1.4091188217521662
301,1.5388900020027223
302,1.4090330603439885
303,1.2324526054636809
304,1.5874077744352149
305,1.4925145747382365
306,1.3949697463932715
307,1.349172015844952
308,1.493316515759213
309,1.3736455085382253
310,1.2852297401105202
311,1.5105875672418252
312,1.3796620612489883
313,1.3119211505955233
314,1.401860422340385
315,1.4716468895582206
316,1.3956581287804648
317,1.3194316907552117
318,1.4615656797847136
319,1.382240454275151
320,1.3165047884186158
321,1.270653262509673
322,1.336337743986099
323,1.409848799239852
324,1.4032148288702728
325,1.3866772540445298
326,1.4362486827180463
327,1.5124533485474956
328,1.5265108314034317
329,1.3852415113825147
330,1.2930655324914755
331,1.4329031479010224
332,1.4553704551043658
333,1.3499347848038665
334,1.4618784350752316
335,1.328231137833141
336,1.427967897207045
337,1.396842656922401
338,1.213722121425372
339,1.264514778729048
340,1.2095442856342211
341,1.3769340320726027
342,1.2861799924521358
343,1.2602382273744963
344,1.3937481168146648
345,1.4115542562210404
346,1.5281125245253397
347,1.414665412727953
348,1.2986379177825813
349,1.3816334646368058
350,1.2668133383309703
351,1.3930896474177645
352,1.5249826581565198
353,1.3006980303513513
354,1.5340335918278287
355,1.426719265950755
356,1.3987474870576684
357,1.336726203629471
358,1.4564589437650919
359,1.439568819976775
360,1.3864979046656507
361,1.374977520039374
362,1.3343128619145885
363,1.3673977451303376
364,1.4157542998383392
365,1.4501289494788028
366,1.3947560858008423
367,1.3216431220432794
368,1.457452381716341
369,1.5391216015240279
370,1.368062879217066
371,1.384607957858602
372,1.3281094916413456
373,1.4854903197949327
374,1.4267612666561065
375,1.3040971175343117
376,1.2166873976929518
377,1.385932087110953
378,1.2934071990062488
379,1.2082897193714075
380,1.500293688444179
381,1.3937122901629593
382,1.2886259427538764
383,1.3163365855259002
384,1.1863668245534575
385,1.3827660960708268
386,1.3288050861040617
387,1.3696479240615753
388,1.3125730203816193
389,1.4033861225087345
390,1.3726739541709019
391,1.399559631651188
392,1.4022237963307576
393,1.4098241433709153
394,1.5903968045684105
395,1.1517414610258079
396,1.375035928505731
397,1.371342395107176
398,1.3346373129151048
399,1.4897152195682202
400,1.1453908622085585
401,1.490979771791374
402,1.3313042234663208
403,1.2070424424664665
404,1.50036334223019
405,1.3868799421146283
406,1.450820675786447
407,1.4627602095918597
408,1.410035643876326
409,1.109127334196616
410,1.4543388520005
411,1.2722424698984451
412,1.2601112634747578
413,1.4877506555180053
414,1.4423471761768563
415,1.3939964272152368
416,1.3672306194344754
417,1.2438564861770918
418,1.1859812653165684
419,1.4061116884623361
420,1.5441786610357233
421,1.396046658882738
422,1.3494368328883708
423,1.3802901538669674
424,1.2427715408168738
425,1.506366757958064
426,1.3746376914747453
427,1.5692265597343826
428,1.4283745732372195
429,1.184074241996314
430,1.4097264735879518
431,1.3869880969003057
432,1.5332441498732479
433,1.5213855729322168
434,1.525530258786335
435,1.3295444058590673
436,1.3630971239313425
437,1.631897891551562
438,1.3013168908317292
439,1.3984012771652252
440,1.2643188124353333
441,1.27065134832177
442,1.4070207579727718
443,1.2275877516599056
444,1.5974388743692731
445,1.327009375386579
446,1.4513549131530317
447,1.4994926791906935
448,1.3139723245806845
449,1.2442132884102086
450,1.5798979850579717
451,1.4700531061395656
452,1.5421418750626563
453,1.4030170922832403
454,1.2671309702715055
455,1.2359637675230475
456,1.5691265897360918
457,1.2950054622992517
458,1.2732055412963874
459,1.6694382812447706
460,1.323392252799936
461,1.4509014585439985
462,1.2903249893203261
463,1.4480888205136229
464,1.2585493369555725
465,1.4754183435007389
466,1.4363361929000205
467,1.2816645869892216
468,1.4094904896658915
469,1.325685973527873
470,1.4854184712911285
471,1.5491981822129677
472,1.3545697327733277
473,1.3955945336588058
474,1.4595851181907105
475,1.3824567332808635
476,1.3569598190860075
477,1.421751828606671
478,1.359629278400118
479,1.4772367760274134
480,1.3254092555649182
481,1.2799806145752783
482,1.3970217010727326
483,1.373031165491032
484,1.388703842442964
485,1.3221271870757767
486,1.20988132656362
487,1.3637964053360485
488,1.3148305454879687
489,1.2519384818899841
490,1.456598068540421
491,1.3941992011782756
492,1.4699449605070807
493,1.417288786939151
494,1.3239764450647928
495,1.3189876636540214
496,1.292368774211477
497,1.3726530867523552
498,1.4948167337268266
499,1.363016844802748
500,1.211971424686232
501,1.3331202040491996
502,1.244604863070618
503,1.368644747108632
504,1.419040819249173
505,1.2569615964056857
506,1.2074858903887178
507,1.537341651495364
508,1.4985821356999283
509,1.3589174149808563
510,1.4891961310642983
511,1.3469400744783833
512,1.5519910137707094
513,1.5004387051599628
514,1.2140611649225457
515,1.4552194699828769
516,1.17556550397374
517,1.2677360809330656
518,1.516940798077221
519,1.227958395896865
520,1.5750207459726477
521,1.4774594268123702
522,1.4911401811520397
523,1.424961618304794
524,1.5444665833730005
525,1.3368954811779457
526,1.1938622505100636
527,1.3778847612306704
528,1.2401493986250323
529,1.5767267398688534
530,1.287234972057347
531,1.241327710697992
532,1.2038056519995537
533,1.310456963496324
534,1.4280686074815736
535,1.1708983800635326
536,1.3904067927688417
537,1.6602930818624813
538,1.2543011235433776
539,1.3915081555662752
540,1.3806506856818097
541,1.326739045336209
542,1.4195067079055392
543,1.2012087227099815
544,1.4633194602365152
545,1.4591959090189406
546,1.3068674875964534
547,1.3448572285425129
548,1.3791019487322231
549,1.4717829678827317
550,1.3913589634795351
551,1.2934924675973196
552,1.395454785433824
553,1.3761799933258858
554,1.4348094856524094
555,1.2513416988497523
556,1.3738926011853332
557,1.1555378963446636
558,1.4192152196067813
559,1.370970824391569
560,1.280850689055681
561,1.3106634561212043
562,1.225873065059979
563,1.693039463801025
564,1.4518081990002085
565,1.2717887406019064
566,1.2801630393876768
567,1.2891404858630127
568,1.383409181309024
569,1.328578466440914
570,1.445351086348319
571,1.537942227661953
572,1.383746610480893
573,1.25101621877307
574,1.6214132038963958
575,1.5244061851096786
576,1.4211295080116118
577,1.3757317995557268
578,1.2751614846442876
579,1.3539922953562764
580,1.5181496653874922
581,1.3266644750087488
582,1.2928603210725007
583,1.3227801582384404
584,1.2528540108070738
585,1.3200774727455515
586,1.3101343400092023
587,1.3635183111396139
588,1.4886426051208077
589,1.4619943157219697
590,1.248035391311048
591,1.5907500521987938
592,1.4026302948541187
593,1.3032026030018307
594,1.3294449297763002
595,1.3394693240986228
596,1.405074566269346
597,1.4371753736296762
598,1.2513719833350387
599,1.4098831234434617
600,1.2183093940794034
601,1.4190196433863083
602,1.3136393511434863
603,1.4823311436741269
604,1.3221954397692801
605,1.3925759047180057
606,1.2520667604208153
607,1.2696458126558645
608,1.4781141081956948
609,1.2977335805000227
610,1.4759117393248837
611,1.3216925446619996
612,1.285555413728617
613,1.3878339963291846
614,1.4318890729379343
615,1.2860037774314796
616,1.3181247588633105
617,1.1799125942824287
618,1.4486493947781105
619,1.469715748620514
620,1.484359095228877
621,1.4941125733906047
622,1.456344002824209
623,1.4458712408993648
624,1.3819087350100305
625,1.47072785051718
626,1.4649099886770773
627,1.4620289459298732
628,1.5601622569828872
629,1.3132913457699704
630,1.2314768072888111
631,1.3250558563313635
632,1.514107255575148
633,1.490446252368518
634,1.25492794578287
635,1.3943841045261294
636,1.4047244259050926
637,1.3872489646274229
638,1.3678421849376274
639,1.4903664215650247
640,1.5384971359797561
641,1.3075370461620845
642,1.3796469069080999
643,1.3598241069632102
644,1.2965867225604806
645,1.3335568796945927
646,1.4882414265189887
647,1.3934694477280287
648,1.4748672130887561
649,1.5436422660060232
650,1.2543126951394965
651,1.4537242309138116
652,1.3149904912581516
653,1.2101758379081184
654,1.2238719192387804
655,1.2505133048150914
656,1.4650333861032334
657,1.4791253563313906
658,1.502529475972514
659,1.4188871961204004
660,1.3011864504504147
661,1.226844448821206
662,1.5341450021565564
663,1.1023189696492501
664,1.551476079022284
665,1.3024614460248285
666,1.38986233598548
667,1.3671639353539369
668,1.3146108128450478
669,1.3867347158471013
670,1.349349343783635
671,1.1960940725383833
672,1.4748874461740562
673,1.5585048634081917
674,1.1737440679774407
675,1.3389514954120527
676,1.524552612115738
677,1.3579572529526922
678,1.4320386337959994
679,1.3504525605837927
680,1.5308262790896363
681,1.3903038827948444
682,1.3193581098850444
683,1.5350691087817379
684,1.4219225613741562
685,1.1500220285475937
686,1.4208446794702443
687,1.3995819387410873
688,1.3176288892962387
689,1.387400739882159
690,1.2728985099756414
691,1.3733461045986544
692,1.2530005976395864
693,1.240685114904387
694,1.3075423264172923
695,1.4417877015766531
696,1.100332572440653
697,1.3455305021803803
698,1.288768144384774
699,1.4357184457172572
700,1.645918313257596
701,1.33906009184268
702,1.4336521929252783
703,1.2573651424916479
704,1.3737160300329498
705,1.4102066641963362
706,1.3163310396694952
707,1.37309612536061
708,1.390684540235697
709,1.3381543908728937
710,1.2816880573811782
711,1.5486994495182604
712,1.2184944198246412
713,1.5108578049831172
714,1.4809555156893233
715,1.373658755983031
716,1.3390007319206847
717,1.27112533235099
718,1.381738734139217
719,1.210271948728309
720,1.2862381635611624
721,1.583369618026381
722,1.4517842157742042
723,1.3621980793802853
724,1.4070498560876075
725,1.446459787028429
726,1.168230344757746
727,1.4210932623311685
728,1.3204861125839955
729,1.3800771332846584
730,1.360538988437751
731,1.1117807199229586
732,1.3835779729160251
733,1.3423955303350728
734,1.4423215941630596
735,1.4432252251820281
736,1.3751561718845235
737,1.2954927923366797
738,1.449968456574929
739,1.3964154920008902
740,1.2724891147584423
741,1.3648695575731769
742,1.2549728391182193
743,1.2192241771554118
744,1.3065518847825621
745,1.2514542336375256
746,1.41449737264681
747,1.3498890468243314
748,1.518384281849464
749,1.3083971531937184
750,1.3034167261553045
751,1.3951616331562866
752,1.4142268548297137
753,1.4309573796987973
754,1.2673277907664255
755,1.360197720625605
756,1.3275400621908402
757,1.3751684889404978
758,1.4646750187501323
759,1.3147671957279996
760,1.2373757112354298
761,1.377942905556288
762,1.218704046564844
763,1.426703037613767
764,1.4080332296955675
765,1.5184512192243598
766,1.4822978811737637
767,1.3557381792371697
768,1.331551834258971
769,1.3365814086776717
770,1.4283762156267013
771,1.2840858940149678
772,1.4124085728304951
773,1.4253274217675167
774,1.3488389685080404
775,1.440926822553274
776,1.7123488166535648
777,1.33457854117208
778,1.3143333526107461
779,1.3346851167094684
780,1.3747258828391968
781,1.39307410082267
782,1.314651116428022
783,1.307671618827134
784,1.2993114041646743
785,1.413011607021827
786,1.4548298457069928
787,1.450575711325609
788,1.1500201986994272
789,1.3314507280622738
790,1.3197924901296787
791,1.2385631661413765
792,1.5460863672388867
793,1.4170129802895082
794,1.5366544722482434
795,1.3458068020631522
796,1.4919207289514904
797,1.5932756390037528
798,1.402686617176183
799,1.4197283575878492
800,1.3916689233372923
801,1.2591282740152148
802,1.28007532078097
803,1.4787324149260976
804,1.4288074900463403
805,1.5045856683255452
806,1.4516655746355454
807,1.3449758877311935
808,1.2325116242736407
809,1.4179970895209346
810,1.3501523327204703
811,1.3393631824089436
812,1.3311373267883904
813,1.5141713961439558
814,1.4122921969820452
815,1.3718193451385354
816,1.3282800676933484
817,1.5136725736255434
818,1.2838040049409518
819,1.4189344235371073
820,1.488473944343681
821,1.3578714825636549
822,1.392881459551148
823,1.327898710201251
824,1.195610532217699
825,1.4333780714718
826,1.299022311860827
827,1.4181128880360947
828,1.2712875362669533
829,1.3749140144203413
830,1.3956227970483155
831,1.344480481662746
832,1.3221571786073953
833,1.2843972672087312
834,1.6452015199104173
835,1.5234346124136353
836,1.4797185504652526
837,1.4670266739666649
838,1.3144960263681444
839,1.3257111656892138
840,1.2933903495457673
841,1.2833543805081626
842,1.3421625040153944
843,1.2196129534733038
844,1.3296746839058968
845,1.4001809671903722
846,1.3448387756866174
847,1.442327565243139
848,1.4684910965772557
849,1.3790662826732405
850,1.4313653006219995
851,1.4067181355950888
852,1.3903627037916313
853,1.4455872989747214
854,1.3339924986395495
855,1.288306668243891
856,1.5869289526045138
857,1.4933869393664374
858,1.3792878221567262
859,1.3804282002591133
860,1.42595804458456
861,1.3775940178668837
862,1.3992191838477175
863,1.3328978649774226
864,1.3221315309083883
865,1.3911458901037248
866,1.4333410819725199
867,1.3592216271088948
868,1.2341310013789986
869,1.4266881573161472
870,1.3113332246943346
871,1.3385474427028867
872,1.3551499770394726
873,1.4008551730780145
874,1.445095692730572
875,1.5376572213347888
876,1.4456002373211392
877,1.3365436600339882
878,1.5012733188395957
879,1.3615977414904348
880,1.4717704884780998
881,1.369449694449203
882,1.4764239608416507
883,1.5032697615070936
884,1.4691002319231314
885,1.4551703391314772
886,1.3766480301000577
887,1.4542788225540757
888,1.0514895796540429
889,1.3603574541576098
890,1.5253599039335346
891,1.4811158178914898
892,1.4551022544831025
893,1.263339419449067
894,1.5723775379917018
895,1.3810586633394464
896,1.327558669271055
897,1.408234137952023
898,1.4642797070346787
899,1.3844548888410795
900,1.2661452030225966
901,1.3118176390548788
902,1.434395143036449
903,1.568588054517548
904,1.4804955447055224
905,1.2232918145392317
906,1.373983670200808
907,1.4585223882755092
908,1.4561980700594044
909,1.4223558750518985
910,1.1739478589977588
911,1.4133800042775566
912,1.3491594848586113
913,1.4445601365688994
914,1.3431456449929025
915,1.3450470010890623
916,1.3056805887278062
917,1.305887359971556
918,1.1452479168569616
919,1.2956860098008915
920,1.2800819970738135
921,1.1826153892925337
922,1.4341298197021854
923,1.3067935085459739
924,1.4920409500385408
925,1.3657673634264071
926,1.2946230273534656
927,1.4694169397414247
928,1.5666797076343493
929,1.2485151792905331
930,1.2709483706504094
931,1.3790753997289393
932,1.4090484090396733
933,1.2943452215242426
934,1.425772554686554
935,1.48950653019897
936,1.3826518696764731
937,1.5633980136126566
938,1.3296962179556129
939,1.450751608328016
940,1.419926730964361
941,1.3603050200381008
942,1.3751745381217166
943,1.2150451805560725
944,1.4155555467338077
945,1.4336477597240291
946,1.220966075645552
947,1.3786702893322709
948,1.3132068036390938
949,1.4503576943793313
950,1.2684959192531464
951,1.5387897167259674
952,1.3333703133671329
953,1.4098347370756112
954,1.3763489316616702
955,1.3707160735178923
956,1.6719138798027298
957,1.33021745867455
958,1.3989400744640508
959,1.4043228993073895
960,1.378126603667365
961,1.4239725416588331
962,1.2864257458696915
963,1.456256632231775
964,1.4911025803918787
965,1.4014874574222487
966,1.3765985841498884
967,1.4242338520219229
968,1.1992612637215647
969,1.404849132842547
970,1.2486260614333984
971,1.3433275249850851
972,1.3664376502110558
973,1.217971636346611
974,1.4646184056465952
975,1.4696960134075694
976,1.3252214633884738
977,1.2034679775658181
978,1.293131854632891
979,1.2420118827603406
980,1.2746127301061434
981,1.3261366701348407
982,1.364265674481368
983,1.5078108832347885
984,1.3847074318193442
985,1.3703140117294852
986,1.3784606736810838
987,1.359096042943666
988,1.3072473212804543
989,1.339326883404832
990,1.2505217675251725
991,1.3750933024317102
992,1.4802954452351456
993,1.4521765392477
994,1.3374161128588766
995,1.375465181151607
996,1.2255705405510946
997,1.5228122682242542
998,1.3184325348539117
999,1.6152186382944511
